
id,content,stars,conversation_id,reviewer_id
85098,"Purus nulla proin non eleifend massa cras a etiam nonummy.",1,239369,5012
85099,"Felis vitae mauris parturient volutpat.",5,239371,43643
85100,"Magna felis ligula etiam vestibulum inceptos lorem ve luctus potenti nisi.",5,239375,43641
85101,"Lacus morbi mauris nostra.",5,239380,43638
85102,"Massa metus cum parturient aptent.",5,239381,43638
85103,"Purus nulla fermentum suspendisse.",5,239381,7617
85104,"Augue neque nibh tempus eget.",5,239383,43638
85105,"Purus metus.",5,239383,533
85106,"Risus felis etiam sodales commodo.",1,239385,43636
85107,"Velit proin lectus hendrerit interdum et nostra.",5,239388,43633
85108,"Nulla fames.",5,239390,43632
85109,"Class augue.",2,239394,43630
85110,"Ipsum felis natoque ut nibh orci malesuada mollis dictumst.",2,239400,43625
85111,"Curae porta proin mollis massa nonummy ac.",5,239403,43623
85112,"Proin magna.",4,239406,43621
85113,"Lacus neque purus platea aenean cras.",3,239414,43614
85114,"Neque velit quisque ac platea a pretium ligula mus viverra odio facilisi malesuada.",5,239415,43613
85115,"Porta ipsum feugiat elit accumsan litora.",5,239415,8529
85116,"Netus morbi.",5,239417,43612
85117,"Velit netus odio consequat nisi odio dapibus dolor ve ornare.",3,239418,43612
85118,"Morbi donec rutrum commodo id dui erat ac donec montes justo gravida.",5,239421,43610
85119,"Augue justo litora ac ve nam.",4,239421,50
85120,"Lorem etiam lacus.",5,239424,43608
85121,"Felis morbi cras.",4,239426,10678
85122,"Class netus cum quis duis vitae phasellus sit gravida.",2,239430,43605
85123,"Magna vitae gravida nunc eros luctus netus taciti odio nisi mus nunc.",5,239431,43604
85124,"Class metus purus eget litora iaculis ornare quam justo aenean tempor inceptos.",3,239437,43600
85125,"Etiam ipsum potenti conubia hymenaeos sed sollicitudin ac.",5,239440,43598
85126,"Vitae netus eros duis est.",5,239446,43594
85127,"Etiam purus leo felis nullam platea netus consequat curae.",5,239448,43593
85128,"Magna justo quis a netus.",4,239448,6556
85129,"Augue felis aptent risus sit metus penatibus habitant nisi orci lacinia.",3,239450,43591
85130,"Augue lorem velit mattis velit arcu blandit commodo habitant dolor.",5,239454,43586
85131,"Risus curae fringilla.",5,239455,304
85132,"Proin risus cubilia velit.",5,239459,43584
85133,"Porta magna orci platea vitae.",5,239460,43584
85134,"Felis massa vivamus nibh mus augue nostra porta duis natoque.",4,239461,43583
85135,"Magna neque dui porta magnis at odio felis ad.",2,239463,43582
85136,"Augue porta fusce nunc fermentum aptent a.",5,239466,43581
85137,"Netus nulla est quis facilisis.",5,239467,43580
85138,"Fames dolor quisque dis ut sollicitudin amet.",3,239468,43579
85139,"Augue fusce magna suspendisse dis mattis.",5,239473,7741
85140,"Neque massa bibendum mus arcu habitant a lobortis elit eni dis rhoncus class et purus.",1,239477,43572
85141,"Purus fames dis curae hymenaeos vivamus cursus nostra felis.",3,239478,43571
85142,"Neque morbi.",5,239480,43571
85143,"Etiam purus tempus venenatis porta eget ut pellentesque gravida.",5,239482,43568
85144,"Felis vitae nisi.",4,239482,1620
85145,"Massa proin semper eget.",1,239488,43564
85146,"Purus ipsum nec.",5,239489,43563
85147,"Proin felis urna lacinia ut est taciti potenti curabitur eget sodales consequat tellus pharetra.",3,239495,43557
85148,"Purus dolor nostra.",3,239496,43556
85149,"Proin fusce aptent suscipit porttitor praesent curae.",5,239496,9248
85150,"Class justo.",4,239498,43556
85151,"Lacus ipsum netus commodo class ut sagittis mollis.",3,239501,43552
85152,"Donec morbi.",1,239501,5999
85153,"Metus ipsum volutpat venenatis semper nulla molestie.",5,239503,43550
85154,"Lorem morbi quis.",5,239505,43548
85155,"Lorem magna.",5,239506,43547
85156,"Justo morbi arcu dictum tellus per elit aenean pede litora.",4,239506,3109
85157,"Fames lacus pede.",4,239508,43545
85158,"Dolor class.",3,239508,5558
85159,"Risus dolor non nulla neque amet cum magna malesuada.",5,239514,43541
85160,"Morbi augue erat.",5,239520,43534
85161,"Dolor fames vel nec pellentesque rutrum velit imperdiet purus molestie etiam.",5,239527,43532
85162,"Morbi curae.",5,239534,43529
85163,"Fames fusce sem quis metus.",5,239537,43527
85164,"Augue metus proin mus ligula lacinia.",4,239537,7057
85165,"Netus nulla dictumst.",5,239540,43525
85166,"Magna dolor euismod rhoncus elit arcu consequat ad congue eu sociosqu feugiat pretium elit auctor id ad consequat.",5,239544,43522
85167,"Augue lacus.",5,239546,43522
85168,"Justo donec porta montes nulla vestibulum mi arcu commodo aptent.",5,239546,8399
85169,"Magna lorem taciti dictum.",5,239553,43518
85170,"Lorem etiam pede torquent pellentesque tellus sapien etiam.",2,239554,43515
85171,"Morbi massa taciti nostra fames lacus per quam nostra.",5,239554,7405
85172,"Porta dolor integer et cubilia arcu quam.",5,239557,43514
85173,"Lacus class donec interdum vitae metus proin maecenas metus urna nisl.",5,239563,9768
85174,"Risus curae eros platea mi tempus ornare venenatis.",5,239564,43510
85175,"Augue vitae risus mus risus integer diam.",5,239566,43510
85176,"Augue morbi dignissim ullamcorper non odio interdum parturient ornare.",4,239568,43510
85177,"Etiam massa donec justo suspendisse nascetur nonummy gravida consequat semper.",4,239568,5599
85178,"Curae lacus fringilla aenean vitae vestibulum molestie.",5,239569,43508
85179,"Fames fusce eget arcu diam suscipit donec dis.",5,239575,43504
85180,"Dolor netus porta.",5,239580,43501
85181,"Velit massa quisque nisl.",3,239584,43500
85182,"Fusce lacus.",5,239584,1283
85183,"Netus lorem cras ridiculus tellus fringilla.",5,239585,43500
85184,"Fames neque.",1,239585,438
85185,"Donec etiam sit torquent curabitur porta id.",5,239586,43499
85186,"Nulla metus sit cras.",5,239588,43499
85187,"Etiam nulla ullamcorper duis diam nec aenean quam consectetuer sagittis.",5,239590,43498
85188,"Velit netus velit purus scelerisque.",4,239592,43495
85189,"Neque morbi cras ve facilisis elementum.",3,239592,9070
85190,"Porta velit.",5,239594,3409
85191,"Curae augue.",5,239597,43492
85192,"Ipsum vitae condimentum id semper egestas dapibus.",3,239598,43491
85193,"Lacus justo mauris fusce parturient quis magna cras pretium tristique urna iaculis ad.",5,239601,43489
85194,"Morbi proin.",5,239604,43488
85195,"Augue metus.",5,239604,406
85196,"Ipsum netus mus lacus nostra euismod nonummy habitasse.",5,239608,43487
85197,"Nulla metus felis tempus leo quis aliquet.",5,239618,43479
85198,"Netus curae quam nec sollicitudin ornare morbi.",5,239618,74
85199,"Purus vitae.",5,239622,43479
85200,"Neque morbi accumsan est id fringilla lorem.",5,239623,43478
85201,"Vitae etiam blandit natoque consequat cras nunc torquent urna.",5,239623,5269
85202,"Magna netus molestie.",5,239626,43476
85203,"Fames class odio cubilia a condimentum vel enim.",4,239627,43476
85204,"Class vitae semper netus libero ut sit ullamcorper aliquam suspendisse diam.",5,239627,21
85205,"Vitae dolor molestie morbi.",5,239630,43474
85206,"Lacus neque tempor.",5,239631,43474
85207,"Curae felis.",1,239632,43474
85208,"Justo magna nibh consequat vel pede.",5,239633,43473
85209,"Nulla dolor.",5,239636,43471
85210,"Donec augue pharetra.",5,239640,43467
85211,"Curae justo class mauris lectus vehicula dictum platea urna at.",5,239642,43465
85212,"Magna purus.",1,239644,43464
85213,"Augue etiam mauris risus convallis nibh elementum suscipit felis vulputate commodo ornare nunc.",5,239645,43464
85214,"Ipsum neque velit est odio faucibus.",5,239646,43463
85215,"Neque proin a rhoncus.",1,239650,43458
85216,"Dolor fames platea.",5,239655,43455
85217,"Fames augue neque nunc.",5,239656,43455
85218,"Metus lacus duis a enim fames ve nisl vitae at risus imperdiet nullam.",5,239656,1881
85219,"Ipsum lorem.",5,239662,43449
85220,"Ipsum curae.",2,239663,12404
85221,"Justo massa velit convallis torquent ad turpis id aptent hendrerit et.",5,239664,43447
85222,"Risus lacus hac.",5,239665,43447
85223,"Velit etiam.",5,239668,7290
85224,"Netus curae magnis mauris malesuada.",5,239675,43442
85225,"Risus fames.",1,239678,2391
85226,"Etiam felis senectus metus curabitur eget nonummy pretium tristique mi porta.",5,239690,43430
85227,"Nulla fames suspendisse nascetur duis magnis ridiculus nascetur ultrices id netus.",5,239698,43424
85228,"Lacus morbi ligula fusce pede vivamus aptent cum et varius accumsan.",5,239700,43423
85229,"Porta dolor tortor habitant lorem dis pede eleifend metus nisl.",2,239703,43419
85230,"Netus fames leo nibh a erat velit posuere.",5,239706,43417
85231,"Metus justo aenean.",3,239706,5765
85232,"Justo dolor mus nibh natoque viverra metus lacus morbi suspendisse orci.",5,239710,43412
85233,"Neque curae montes id lorem malesuada platea imperdiet ut mattis et nisi vitae urna ornare.",5,239712,43412
85234,"Netus neque suspendisse dictumst curabitur ad hymenaeos ullamcorper.",5,239714,43411
85235,"Augue morbi eros.",5,239716,43410
85236,"Velit justo orci maecenas justo.",5,239722,43408
85237,"Massa risus quis aliquet cubilia tempus duis dignissim ve morbi cursus ullamcorper lacus convallis.",4,239722,100
85238,"Lacus nulla ullamcorper cum aenean inceptos diam auctor eni elit.",5,239725,43406
85239,"Massa neque magna a nisi magna lectus ad.",4,239727,43404
85240,"Nulla dolor cursus suspendisse magna mauris eu sed justo curabitur sit.",1,239728,43404
85241,"Curae risus rhoncus arcu odio.",5,239730,43403
85242,"Ipsum velit aenean odio sed mattis turpis justo porttitor vulputate.",5,239732,43403
85243,"Felis vitae pede.",5,239736,43400
85244,"Curae porta facilisi est eros lobortis.",5,239737,43399
85245,"Fusce netus ligula morbi placerat metus in malesuada.",5,239739,43398
85246,"Etiam donec cras sem duis habitant.",5,239740,43398
85247,"Etiam lacus.",2,239743,43395
85248,"Neque nulla libero fames vulputate eni quam egestas a mattis massa.",5,239743,4373
85249,"Class dolor.",5,239746,9868
85250,"Porta neque rutrum fringilla venenatis erat taciti ac mi porta rutrum suspendisse augue.",5,239751,43387
85251,"Class justo placerat lorem ad a lectus.",4,239755,43385
85252,"Curae velit vivamus.",4,239755,7679
85253,"Vitae etiam orci metus purus quis ullamcorper posuere dis mi nullam suscipit eget mus.",5,239757,43384
85254,"Risus massa cum viverra ut.",5,239757,5204
85255,"Neque nulla placerat dignissim.",5,239758,43384
85256,"Massa porta.",5,239767,43379
85257,"Metus curae a nisl adipiscing rutrum vehicula eleifend id.",5,239772,43378
85258,"Justo fusce lacus taciti placerat.",5,239774,43376
85259,"Morbi metus bibendum justo non tristique dis.",5,239777,43374
85260,"Justo metus tempor sit.",5,239778,43373
85261,"Magna fusce scelerisque est ante vel laoreet vehicula platea rutrum fermentum.",5,239785,43366
85262,"Neque lacus nam metus dictum enim at lorem tempus mauris arcu per a.",5,239791,43365
85263,"Ipsum felis est etiam.",5,239797,43360
85264,"Magna curae vel hac venenatis lacus a semper nisi fusce proin.",5,239803,43356
85265,"Vitae felis.",5,239806,43354
85266,"Porta augue.",5,239810,43352
85267,"Porta fusce nisl.",1,239812,43351
85268,"Lacus nulla.",5,239812,11475
85269,"Porta purus.",5,239815,43349
85270,"Ipsum risus lobortis hendrerit arcu elit donec aliquet taciti at.",3,239815,10377
85271,"Justo curae.",5,239818,3953
85272,"Etiam metus per magnis.",5,239822,43346
85273,"Metus class tempus ac per in auctor mi ve.",5,239824,43346
85274,"Fames fusce diam in orci.",5,239827,43345
85275,"Massa vitae.",1,239830,43343
85276,"Risus porta hac mollis at.",2,239838,43339
85277,"Velit lorem eros a nisi ad odio donec nullam adipiscing velit nisi.",1,239838,9220
85278,"Justo massa neque non.",5,239844,43335
85279,"Ipsum fames pede quisque cras et diam scelerisque posuere consectetuer hymenaeos turpis ipsum tincidunt vulputate odio.",2,239853,43332
85280,"Fames vitae augue scelerisque vehicula nunc potenti.",5,239853,1378
85281,"Risus neque sociosqu fames in.",5,239855,43332
85282,"Morbi proin.",5,239858,43331
85283,"Netus neque sociis curae eni.",5,239860,43329
85284,"Netus morbi sed eros.",5,239865,43328
85285,"Justo metus a sociis nisi suspendisse at rutrum commodo tellus per in justo ligula.",5,239866,81
85286,"Fusce dolor.",3,239867,43325
85287,"Risus donec erat sem quis sapien fringilla vestibulum cras risus turpis vestibulum.",2,239867,2156
85288,"Porta augue magna.",5,239870,43323
85289,"Lacus vitae.",2,239874,43319
85290,"Porta etiam mattis eleifend pede in dui hendrerit.",5,239877,43318
85291,"Nulla etiam egestas.",4,239880,43313
85292,"Dolor lorem.",5,239880,1031
85293,"Felis risus diam morbi ullamcorper dictumst.",5,239881,43313
85294,"Curae justo.",1,239883,43312
85295,"Class augue neque vitae nulla.",5,239893,43306
85296,"Dolor metus sociis mollis netus scelerisque.",2,239894,43305
85297,"Netus porta sed nunc.",5,239894,3720
85298,"Netus nulla tempus neque parturient scelerisque luctus at cras praesent lacus id sollicitudin.",5,239897,43304
85299,"Fusce dolor rhoncus auctor.",3,239897,10413
85300,"Ipsum magna enim eu interdum.",2,239900,43302
85301,"Massa porta luctus aenean eleifend elementum sollicitudin parturient nibh felis natoque gravida fringilla in fermentum risus mi fusce tincidunt praesent.",5,239904,43299
85302,"Augue lacus.",5,239909,43295
85303,"Magna porta a elit justo nonummy cubilia odio a enim lorem ad.",2,239910,43293
85304,"Fusce risus natoque cum.",3,239916,43288
85305,"Neque magna convallis vestibulum nam class dapibus sapien cum aliquet class.",5,239918,43288
85306,"Morbi vitae.",5,239921,43287
85307,"Morbi purus rhoncus in torquent.",5,239924,43287
85308,"Fusce justo augue.",5,239926,43286
85309,"Lorem fames pretium ipsum adipiscing.",5,239929,43285
85310,"Dolor morbi gravida nisl eu penatibus curae lacus etiam tempus aptent sociosqu odio urna ac.",4,239929,1519
85311,"Fusce lacus sociis.",5,239934,43283
85312,"Felis augue eleifend proin at.",1,239937,43280
85313,"Velit dolor proin tempor magna rutrum nostra interdum euismod natoque donec at magnis.",5,239937,11793
85314,"Nulla donec fringilla gravida litora lorem rhoncus mi libero arcu.",5,239938,43280
85315,"Risus augue mauris mi sem id blandit at eros ultrices risus.",1,239947,43272
85316,"Velit porta faucibus eros.",5,239949,43270
85317,"Lacus risus aliquam lacus eget maecenas adipiscing tempus sit vestibulum hendrerit.",5,239951,43269
85318,"Felis magna sociosqu nisl lectus ornare eros.",5,239952,43269
85319,"Dolor curae taciti mollis massa adipiscing inceptos.",5,239958,43266
85320,"Dolor lacus donec litora cursus diam orci pharetra lorem massa ligula.",1,239959,43265
85321,"Massa justo mollis ad.",3,239961,43265
85322,"Fames neque.",5,239962,43264
85323,"Risus netus nisi torquent sociis mauris hac at.",2,239963,43263
85324,"Massa vitae velit semper fusce neque elit.",1,239973,43257
85325,"Magna purus lobortis nam erat donec tellus tortor dictumst convallis porta rutrum.",1,239973,82
85326,"Purus fames dictum.",5,239978,43253
85327,"Proin lacus lorem potenti hymenaeos enim aliquam eu aenean malesuada magna elementum.",5,239978,706
85328,"Purus proin eros magna malesuada quam lectus auctor nam rhoncus.",5,239982,43248
85329,"Augue vitae justo facilisi porta in amet convallis pellentesque vestibulum quam.",4,239983,8345
85330,"Nulla justo metus cubilia.",5,239986,43247
85331,"Porta ipsum sociis at amet suspendisse aliquam pellentesque auctor id.",5,239987,43246
85332,"Porta velit odio feugiat massa porta maecenas.",2,240001,43237
85333,"Morbi purus inceptos parturient tortor.",5,240006,43233
85334,"Velit vitae volutpat nam class sit suscipit a vehicula sit.",5,240009,12216
85335,"Lacus etiam vivamus duis pulvinar eleifend ve aenean.",4,240010,43230
85336,"Dolor risus sapien pellentesque imperdiet massa at phasellus urna.",5,240010,808
85337,"Felis etiam senectus penatibus ac lectus feugiat.",5,240017,43226
85338,"Lacus fusce duis elementum varius duis.",5,240022,43224
85339,"Massa morbi commodo vulputate eros.",5,240026,43222
85340,"Ipsum vitae.",5,240027,43222
85341,"Morbi proin class a quisque mattis.",5,240031,43219
85342,"Class netus sagittis et suspendisse ad.",4,240032,43219
85343,"Donec felis rhoncus dictum dui pede porttitor sociosqu ut erat posuere.",5,240032,6151
85344,"Fusce magna vitae ipsum vitae sagittis sem blandit netus integer id in eu.",1,240035,43218
85345,"Vitae lacus lectus.",5,240038,43216
85346,"Lacus dolor purus proin dictum mi eros dolor.",5,240040,43214
85347,"Metus lorem hymenaeos suscipit risus eu sem.",5,240040,11439
85348,"Porta felis consequat volutpat erat nam vitae diam arcu taciti libero.",5,240044,43213
85349,"Fusce neque metus scelerisque orci arcu mus nonummy.",5,240045,43212
85350,"Magna velit nec magnis montes nascetur nulla magnis imperdiet blandit.",5,240045,10397
85351,"Porta felis sodales venenatis auctor accumsan.",5,240051,43207
85352,"Massa felis taciti sollicitudin curabitur ipsum consequat integer etiam.",2,240051,4854
85353,"Massa augue.",5,240057,43203
85354,"Curae fusce potenti dictum quam ad varius hac amet at.",3,240060,43200
85355,"Porta class cursus.",5,240060,4768
85356,"Donec netus vivamus leo mi quis habitant vestibulum sociis eu felis.",5,240061,43200
85357,"Vitae netus arcu.",5,240063,43198
85358,"Neque donec ipsum nunc proin nam.",5,240063,4045
85359,"Magna justo a commodo ve luctus lacus vestibulum aliquam per.",5,240066,11227
85360,"Velit fusce.",5,240072,43193
85361,"Lorem metus litora pellentesque aliquam imperdiet amet.",2,240072,5130
85362,"Etiam risus vivamus consequat ve.",5,240073,4650
85363,"Etiam vitae amet quisque mollis sed nam.",5,240075,43191
85364,"Netus felis.",5,240075,6905
85365,"Fames donec libero habitant nisl praesent facilisi.",5,240076,43190
85366,"Class netus a feugiat eu.",1,240076,5036
85367,"Netus vitae conubia aptent sapien.",5,240078,43188
85368,"Proin curae eros morbi eget nisl tempus accumsan scelerisque.",5,240081,43186
85369,"Morbi curae sociis sociosqu urna nibh proin blandit platea.",5,240083,43185
85370,"Class felis nascetur vel ad elit lobortis duis dictum mus.",5,240084,43184
85371,"Magna neque mus.",5,240086,43183
85372,"Dolor donec hac diam conubia amet consectetuer parturient nisi fusce dolor ornare.",5,240090,43182
85373,"Lacus fames nullam.",5,240093,43178
85374,"Netus curae cubilia nonummy imperdiet dictumst ad eni ve purus sollicitudin.",5,240094,43177
85375,"Lacus dolor aptent dui congue accumsan neque quam potenti.",5,240096,43176
85376,"Purus donec urna pulvinar phasellus.",5,240100,43173
85377,"Justo ipsum aenean metus aliquam dolor proin egestas.",5,240100,9057
85378,"Velit lorem dapibus pulvinar tempus aptent purus condimentum bibendum vulputate eu netus.",5,240103,43171
85379,"Donec porta sapien ac inceptos etiam aliquet posuere ante.",5,240103,7259
85380,"Lacus risus.",1,240104,3388
85381,"Ipsum neque felis class litora dolor.",5,240105,43168
85382,"Fusce morbi neque sed.",4,240105,6429
85383,"Vitae dolor bibendum class dui quam ac nibh potenti augue class.",5,240106,43167
85384,"Risus dolor urna cursus sociis.",5,240112,43162
85385,"Metus nulla proin quis bibendum nascetur magnis.",5,240112,7589
85386,"Risus ipsum a rhoncus eu convallis suspendisse dis duis.",5,240114,43161
85387,"Augue morbi.",5,240115,43160
85388,"Justo metus diam nullam ut nam at rhoncus ante purus vivamus augue ante amet tincidunt mi metus scelerisque.",5,240116,43159
85389,"Magna risus.",3,240118,43158
85390,"Purus justo etiam lectus.",5,240120,43158
85391,"Felis magna.",5,240122,43156
85392,"Curae lacus morbi rutrum neque proin dis augue.",4,240122,354
85393,"Neque ipsum dis blandit dictum quis porta eleifend.",5,240123,43155
85394,"Etiam risus.",5,240123,10355
85395,"Augue metus tortor praesent suspendisse sed turpis.",5,240130,43151
85396,"Justo felis scelerisque sit ut nisi.",5,240130,10746
85397,"Netus lorem interdum at ullamcorper quis lectus ut accumsan sed ad sociis eni duis amet curae eros quisque a.",5,240131,43150
85398,"Morbi augue euismod sagittis rutrum sapien est.",5,240139,43148
85399,"Velit ipsum ante felis.",1,240145,43146
85400,"Curae dolor.",5,240146,43146
85401,"Risus neque libero blandit viverra diam.",5,240146,10736
85402,"Lorem massa neque sem ligula a vehicula mus rhoncus id.",5,240148,43145
85403,"Curae class lorem nullam phasellus ve imperdiet massa.",5,240149,43145
85404,"Nulla dolor proin velit convallis integer sollicitudin feugiat nibh ut.",3,240153,43141
85405,"Felis donec nulla nisi libero.",2,240154,43140
85406,"Etiam purus tortor purus mi nulla pellentesque malesuada purus diam.",5,240157,43138
85407,"Metus vitae rhoncus phasellus orci nunc.",4,240157,9057
85408,"Massa netus per quam maecenas habitasse ad mi.",1,240158,80
85409,"Velit netus.",5,240162,43133
85410,"Lacus porta interdum vestibulum dictum metus scelerisque placerat.",5,240164,43132
85411,"Neque nulla a cras purus metus a nunc.",3,240164,3
85412,"Felis lacus.",5,240166,43131
85413,"Risus porta viverra tempus ve sit condimentum aliquet sollicitudin varius.",2,240166,4223
85414,"Porta vitae neque donec suscipit ultricies donec euismod vehicula metus.",5,240167,43130
85415,"Dolor neque a odio proin viverra cursus elementum.",1,240173,43126
85416,"Augue porta mus justo orci maecenas integer posuere purus dis fames non porta dignissim.",5,240173,3085
85417,"Fames massa.",4,240178,43122
85418,"Magna vitae condimentum orci imperdiet taciti lobortis consequat erat fames.",4,240185,43119
85419,"Justo fusce per libero tortor sem.",5,240186,43119
85420,"Metus lorem luctus justo suscipit purus semper consectetuer blandit.",5,240192,43117
85421,"Proin morbi mauris proin.",4,240195,43116
85422,"Felis justo magnis lorem aliquet viverra.",5,240195,4030
85423,"Lacus fusce a.",4,240198,43114
85424,"Fusce augue.",5,240199,7495
85425,"Morbi dolor felis est ligula velit suscipit penatibus et consequat eget.",5,240207,43107
85426,"Justo massa erat tristique et fringilla ante laoreet in ac varius nec.",4,240209,43106
85427,"Fames curae suscipit adipiscing aliquet diam odio fames lectus.",5,240209,7357
85428,"Etiam ipsum a iaculis mi ante porta hendrerit malesuada nisi potenti.",5,240210,43106
85429,"Risus porta bibendum facilisis donec et venenatis.",4,240210,11842
85430,"Morbi donec volutpat ultricies neque morbi.",5,240211,43102
85431,"Neque curae urna facilisis dui pellentesque nostra.",5,240214,43100
85432,"Fusce risus lobortis amet lectus mi sagittis sed laoreet a scelerisque.",5,240216,7521
85433,"Netus fames iaculis urna eget faucibus a ultrices arcu quam leo.",5,240219,43098
85434,"Augue velit luctus aptent aliquam commodo.",3,240219,1607
85435,"Augue lorem ipsum aenean.",5,240220,43097
85436,"Dolor netus nam proin.",5,240221,43097
85437,"Curae vitae nonummy mus senectus vivamus.",5,240222,43097
85438,"Morbi fames vitae dolor netus dictum mi.",5,240224,43096
85439,"Augue metus dolor sapien.",5,240231,43088
85440,"Velit donec nisi tincidunt ut mollis pharetra urna lectus.",5,240233,43088
85441,"Fames risus.",5,240241,43084
85442,"Purus lorem volutpat porttitor nunc per.",5,240242,43083
85443,"Nulla donec ligula vulputate hendrerit nisi aliquet eu enim ut fusce ve facilisis.",4,240242,9677
85444,"Proin netus.",5,240244,43081
85445,"Class augue aenean dui mollis viverra.",5,240244,9533
85446,"Class velit laoreet nostra vel vestibulum parturient at eget integer.",5,240252,43072
85447,"Class donec sagittis felis venenatis praesent.",5,240259,4374
85448,"Class fusce purus auctor ligula iaculis eros donec porta lacinia.",4,240262,43067
85449,"Augue neque est duis lobortis elit nec.",5,240269,10052
85450,"Augue lacus ullamcorper elit venenatis pulvinar vitae sem class posuere nunc ligula sociis.",5,240271,43060
85451,"Lorem donec.",5,240276,43056
85452,"Dolor massa praesent.",5,240277,43056
85453,"Class vitae odio duis sagittis purus quam consequat fusce malesuada adipiscing gravida.",1,240278,43055
85454,"Justo donec.",5,240279,43055
85455,"Donec fusce purus feugiat non integer magna sed.",5,240283,43050
85456,"Curae proin orci magna ullamcorper sed.",5,240286,43049
85457,"Donec ipsum.",5,240290,43046
85458,"Fames etiam.",4,240293,43043
85459,"Dolor porta netus nam elementum pede dis curae adipiscing ad.",5,240294,43043
85460,"Dolor donec sodales erat enim erat orci sociis.",1,240296,43040
85461,"Magna risus hac metus magnis.",5,240296,6202
85462,"Massa velit dapibus platea ante sapien mi turpis a vestibulum vel felis.",5,240303,43037
85463,"Metus augue auctor eu accumsan diam luctus.",5,240304,43036
85464,"Vitae felis commodo orci a donec ut.",5,240305,43036
85465,"Fames dolor rutrum eu ornare ridiculus imperdiet purus ad fringilla morbi arcu.",5,240306,43035
85466,"Massa augue magna dapibus morbi ut donec.",5,240306,6704
85467,"Donec magna.",5,240307,43034
85468,"Donec neque rutrum id justo ve libero phasellus laoreet.",1,240308,43033
85469,"Porta lorem condimentum ac.",3,240308,3082
85470,"Porta proin.",5,240309,43031
85471,"Ipsum lacus leo ultricies mus pellentesque id massa ullamcorper cras.",5,240309,981
85472,"Felis etiam aptent nisi dapibus.",5,240316,43024
85473,"Augue metus fusce porta auctor.",5,240317,43024
85474,"Netus fusce faucibus netus elementum hac laoreet erat curae magna risus.",5,240321,43022
85475,"Fames vitae taciti dolor suspendisse mi.",5,240322,43022
85476,"Fames felis luctus et proin et.",3,240323,43022
85477,"Fusce risus elit sit neque hac.",5,240323,1041
85478,"Justo velit molestie id scelerisque quam consequat cum dapibus suscipit metus orci leo.",3,240326,43021
85479,"Nulla porta sem vel venenatis potenti sapien convallis consequat arcu.",5,240327,43020
85480,"Etiam lorem dis orci nibh porta neque lorem purus sagittis proin.",5,240330,43018
85481,"Lacus purus.",5,240331,43017
85482,"Ipsum justo sodales.",5,240336,43014
85483,"Neque metus morbi aenean semper nisl et duis cras posuere eu.",3,240341,43007
85484,"Morbi felis pulvinar urna curabitur quis urna.",5,240341,1070
85485,"Justo fusce semper eros pellentesque placerat curae lacinia porta duis montes sociis nibh varius nisl nulla etiam sodales.",5,240345,43007
85486,"Ipsum dolor odio maecenas ligula sapien.",3,240351,43005
85487,"Lorem dolor porta a urna augue volutpat quis primis at cursus.",4,240355,43000
85488,"Fames velit primis turpis justo quis risus malesuada.",5,240358,42997
85489,"Nulla massa.",2,240358,2321
85490,"Nulla etiam interdum etiam a nibh parturient mattis mi pede facilisi.",5,240361,42994
85491,"Morbi velit.",5,240364,42992
85492,"Purus felis sapien urna ve augue facilisis eleifend.",5,240378,42981
85493,"Donec nulla scelerisque vehicula commodo sollicitudin curabitur varius fusce parturient.",5,240383,42979
85494,"Augue lacus eni arcu ve pellentesque nunc lorem.",5,240385,42978
85495,"Etiam dolor dis erat massa facilisi.",5,240387,42978
85496,"Ipsum lorem varius ad metus sociis vestibulum pellentesque euismod hymenaeos id ullamcorper amet aenean et nibh.",5,240387,8134
85497,"Felis porta sed porta.",5,240398,42973
85498,"Lacus morbi habitant odio euismod etiam parturient diam fusce eleifend.",5,240399,42972
85499,"Metus ipsum cubilia.",1,240407,42967
85500,"Porta augue purus sit dui est blandit suscipit et.",5,240408,42966
85501,"Purus fusce nullam dolor non diam.",5,240410,42965
85502,"Vitae fames semper ad.",4,240411,42964
85503,"Ipsum lacus dictumst lorem cum cubilia accumsan litora sociis vel tellus.",5,240412,42963
85504,"Porta justo dapibus phasellus volutpat in erat eget.",3,240412,6075
85505,"Massa lacus habitant quam at quis volutpat a sollicitudin eget lacinia est.",1,240413,42963
85506,"Porta vitae cursus parturient felis integer.",2,240413,172
85507,"Felis vitae non arcu nisl dignissim nam quisque volutpat elit viverra feugiat urna.",5,240418,42959
85508,"Metus morbi eget auctor mollis nibh nostra sed quam.",5,240420,42957
85509,"Nulla lorem vivamus eget tempus ornare odio condimentum dui.",5,240420,7890
85510,"Nulla class.",4,240423,42956
85511,"Lorem risus.",5,240425,42956
85512,"Ipsum lacus.",5,240429,42951
85513,"Etiam lacus mollis ac facilisi aliquam mi elementum dolor at eros massa odio diam vulputate sollicitudin egestas.",5,240430,42950
85514,"Fusce proin curabitur.",5,240434,11332
85515,"Vitae netus.",2,240441,42942
85516,"Dolor curae.",5,240451,42937
85517,"Justo curae mattis luctus tincidunt et ut nunc.",5,240451,1270
85518,"Donec justo donec metus sed lacus hac porta commodo aenean mus nonummy.",4,240452,7701
85519,"Fames vitae eleifend penatibus urna.",5,240456,42931
85520,"Vitae augue.",5,240457,9523
